Gene name	Gene type
Sbpl	protein_coding
Mapk1ip1	protein_coding
Gm26543	sense_intronic
Gm29452	processed_pseudogene
Gm5374	transcribed_processed_pseudogene
Inpp5e	protein_coding
Cldn15	protein_coding
Gm29451	unprocessed_pseudogene
Pde4a	protein_coding
Gm48590	processed_pseudogene
Gm50177	processed_pseudogene
Gm50178	processed_pseudogene
Gm32536	processed_pseudogene
Gm19062	processed_pseudogene
Gm26977	processed_pseudogene
Rfxap	protein_coding
Ppp2r2d	protein_coding
Pdgfrb	protein_coding
Gm5509	processed_pseudogene
Gm28960	antisense
Gm18910	processed_pseudogene
Slc39a12	protein_coding
Gm37788	TEC
Gm10101	bidirectional_promoter_lncRNA
Gm5823	processed_pseudogene
Gm37060	TEC
AA684185	transcribed_processed_pseudogene
Gm6058	processed_pseudogene
Gm36953	processed_pseudogene
Btf3	protein_coding
S100a11	protein_coding
Gabra2	protein_coding
Gm42671	TEC
Golph3l	protein_coding
Gm10254	processed_pseudogene
Sertm1	protein_coding
Ube2l3	protein_coding
Gm12295	lincRNA
Gm32031	bidirectional_promoter_lncRNA
Gm29950	processed_pseudogene
Krt24	protein_coding
H2-Eb1	protein_coding
Calhm1	protein_coding
Spty2d1	protein_coding
Zpld1	protein_coding
Calhm3	protein_coding
2700068H02Rik	antisense
Gm3143	lincRNA
Gm49384	protein_coding
Rpl36al	protein_coding
Ddx41	protein_coding
Txk	protein_coding
9530085L11Rik	TEC
Gm40761	lincRNA
Ighv11-2	IG_V_gene
AL928616.2	unprocessed_pseudogene
Gm38237	processed_pseudogene
AL928616.1	processed_pseudogene
Glipr2	protein_coding
Gm8703	processed_pseudogene
Sp6	protein_coding
Gm6209	processed_transcript
Ighv1-76	IG_V_gene
Gm49383	protein_coding
Ighv14-3	IG_V_gene
Gm44706	antisense
Gpr31a	processed_pseudogene
Ighv8-16	IG_V_pseudogene
Pex11a	protein_coding
9330151L19Rik	bidirectional_promoter_lncRNA
Gm11532	processed_transcript
5830415G21Rik	TEC
Gm50179	processed_pseudogene
Gm36627	processed_pseudogene
Gm38509	lincRNA
Gm36718	processed_pseudogene
Mgat2	protein_coding
Ighv1-77	IG_V_gene
4930599A14Rik	lincRNA
Padi4	protein_coding
Gm44066	lincRNA
Gm5261	processed_pseudogene
Gm47545	antisense
Ighv16-1	IG_V_gene
Dnaaf2	protein_coding
Pamr1	protein_coding
Cand1	protein_coding
Ighv1-78	IG_V_gene
Ighv6-2	IG_V_pseudogene
Gm44172	lincRNA
Gm44186	TEC
Gm44067	lincRNA
Gm9066	processed_pseudogene
Gm9067	processed_pseudogene
Cotl1	protein_coding
Stx1b	protein_coding
Trim16	protein_coding
Ccin	protein_coding
Ltk	protein_coding
A830052D11Rik	lincRNA
Gm44078	TEC
Clec2i	protein_coding
Bin1	protein_coding
Gm40304	antisense
Smg9	protein_coding
Gm38198	TEC
Gm37862	TEC
Gm15702	processed_pseudogene
Gm37602	TEC
8030445P17Rik	TEC
Lin37	protein_coding
Gm37331	TEC
Gm37051	TEC
Gm37011	TEC
Gm18562	unprocessed_pseudogene
Gm9828	bidirectional_promoter_lncRNA
Gm37895	TEC
Gm37628	TEC
Gm37211	TEC
Gm20513	antisense
Gm38286	TEC
Ighv9-1	IG_V_gene
2900002M20Rik	TEC
Gm36952	TEC
Gm20172	TEC
Stx4a	protein_coding
Gm7040	unprocessed_pseudogene
Gm37880	TEC
Gm46416	antisense
Gm29483	lincRNA
2900022M07Rik	TEC
S100a10	protein_coding
Gm29214	processed_pseudogene
Gm20817	protein_coding
Gm37077	TEC
Csf3	protein_coding
Gm29093	sense_intronic
Gm37543	TEC
Abhd17a	protein_coding
Snhg12	lincRNA
Adgrb3	protein_coding
Gm28633	lincRNA
Gm48695	bidirectional_promoter_lncRNA
Vmn1r79	protein_coding
Prss30	protein_coding
Nin	protein_coding
Mapkapk5	protein_coding
Shmt1	protein_coding
Nrros	protein_coding
Prdm6	protein_coding
Gm5541	unprocessed_pseudogene
Mtf2	protein_coding
Gm38207	TEC
Tdpoz2	protein_coding
Gcc1	protein_coding
Tdpoz1	protein_coding
Eif2s3x-ps1	processed_pseudogene
Fbxw10	protein_coding
Gm49113	lincRNA
Gm49114	processed_pseudogene
Kcnj5	protein_coding
Gm49115	processed_pseudogene
Gm13887	processed_pseudogene
Gm46404	lincRNA
Gm9630	processed_pseudogene
Gm49116	lincRNA
Ccdc73	protein_coding
Gm43752	processed_pseudogene
Spred2	protein_coding
Arf5	protein_coding
Cgrrf1	protein_coding
Tmem212	protein_coding
Mms19	protein_coding
Gm5702	processed_pseudogene
1700019A23Rik	TEC
Hspb6	protein_coding
Gm38212	TEC
Gm28283	processed_pseudogene
Ddx19a	protein_coding
Gm16253	protein_coding
Gm6679	processed_pseudogene
Gm17847	processed_pseudogene
Gm28281	processed_pseudogene
Polr3gl	protein_coding
Nectin3	protein_coding
Gm26800	antisense
Gm49118	processed_pseudogene
Tmem30c	protein_coding
Gm49119	processed_pseudogene
4930557F08Rik	lincRNA
Zfp182	protein_coding
Gm8774	processed_pseudogene
BC035044	protein_coding
Proser3	protein_coding
Gm21388	lincRNA
Gm13776	processed_pseudogene
Harbi1	protein_coding
Fscn3	protein_coding
Gm4855	processed_pseudogene
Lsp1	protein_coding
Bex6	protein_coding
Pip5k1b	protein_coding
Gm42643	IG_V_pseudogene
Gm5034	unprocessed_pseudogene
Ighv1-79	IG_V_pseudogene
Gm8141	processed_pseudogene
Gm9256	processed_pseudogene
Ighv1-80	IG_V_gene
Gm12519	lincRNA
Ighv1-81	IG_V_gene
Spata16	protein_coding
Mkln1	protein_coding
Gm3565	processed_pseudogene
Gm45204	TEC
Gm42990	IG_V_pseudogene
Ighv12-1	IG_V_pseudogene
5033406O09Rik	lincRNA
Gck	protein_coding
Olfr241-ps1	unprocessed_pseudogene
Ighv9-2	IG_V_gene
Mcrip2	protein_coding
Ighv1-82	IG_V_gene
Ighv12-2	IG_V_pseudogene
Cdh7	protein_coding
Gm12520	processed_pseudogene
2310081O03Rik	lincRNA
Ubn2	protein_coding
Gm49122	processed_pseudogene
Gm29753	processed_pseudogene
Gm6479	processed_pseudogene
Gm28803	processed_pseudogene
Havcr2	protein_coding
Gm36757	lincRNA
Gm48949	sense_intronic
Ighv1-83	IG_V_pseudogene
Eef2	protein_coding
Ighv1-84	IG_V_gene
Gm50180	processed_pseudogene
Gm50190	processed_pseudogene
Gm50192	processed_pseudogene
Gm50193	processed_pseudogene
Ptafr	protein_coding
Timp2	protein_coding
Gm46593	processed_pseudogene
Gm5491	processed_pseudogene
Gm39317	lincRNA
Gm50195	TEC
T2	protein_coding
Pard6g	protein_coding
Llgl2	protein_coding
Gm15665	processed_pseudogene
Gm49567	processed_pseudogene
Mxra7	protein_coding
Lipo1	protein_coding
Stxbp5l	protein_coding
Cox7b2	protein_coding
Gm9260	processed_pseudogene
Ighv1-85	IG_V_gene
Gm19771	processed_pseudogene
Gm49987	processed_transcript
Ighv1-86	IG_V_pseudogene
Cep295nl	protein_coding
Eif3m	protein_coding
Prr18	protein_coding
Ccna1	protein_coding
Pitpnm2os1	antisense
Gm6125	processed_pseudogene
4930515G01Rik	antisense
Psors1c2	protein_coding
Gm42425	antisense
Gm8574	processed_pseudogene
AI854703	protein_coding
Sft2d1	protein_coding
Gm26569	processed_transcript
Gm44208	processed_pseudogene
Git2	protein_coding
Kcnj1	protein_coding
Gm5519	processed_pseudogene
Gm1968	lincRNA
Tmx4	protein_coding
Trmt9b	protein_coding
Gm12518	processed_pseudogene
Rps10-ps1	processed_pseudogene
Ubxn10	protein_coding
Ly6g6f	protein_coding
Myo7a	protein_coding
Cep120	protein_coding
Fam20c	protein_coding
Chn1os3	antisense
Pla2g2c	protein_coding
Chn1os1	antisense
Ensa	protein_coding
Smcr8	protein_coding
Klhl36	protein_coding
Gm8988	unprocessed_pseudogene
Gm4761	processed_pseudogene
Arnt2	protein_coding
Gm50120	unprocessed_pseudogene
Gm44083	processed_pseudogene
Cdsn	protein_coding
Fbxo45	protein_coding
Tmem209	protein_coding
Fgd3	protein_coding
4632428C04Rik	lincRNA
9430041J12Rik	antisense
Pip5k1bos	antisense
Gm43555	processed_pseudogene
4931419H13Rik	antisense
Gm525	protein_coding
Gm43628	TEC
Gm45515	antisense
Rfc1	protein_coding
Zfp454	protein_coding
Swap70	protein_coding
Peli2	protein_coding
E330034L11Rik	TEC
Ighv9-3	IG_V_gene
Spaca5	protein_coding
Gm29194	lincRNA
Rnf133	protein_coding
Gm21778	protein_coding
Hnrnpk	protein_coding
9030404E10Rik	lincRNA
Rims2	protein_coding
Bend7	protein_coding
Bri3bp	protein_coding
Mcl1	protein_coding
Rnf148	protein_coding
Gm11497	lincRNA
4930442H23Rik	TEC
Gm38260	TEC
Gm29259	unprocessed_pseudogene
Dapk3	protein_coding
Gm28860	transcribed_unprocessed_pseudogene
Gm20679	unprocessed_pseudogene
Ythdf3	protein_coding
9930038B18Rik	lincRNA
Ssu2	protein_coding
Gm11967	antisense
Gm50341	lincRNA
Gm29410	unprocessed_pseudogene
Gm48663	processed_pseudogene
Padi3	protein_coding
Gm17940	processed_pseudogene
Cpm	protein_coding
2310009B15Rik	protein_coding
Gm41276	lincRNA
Gm50342	unprocessed_pseudogene
Gm49126	lincRNA
Gm13844	lincRNA
Gm17800	processed_pseudogene
Zfp707	protein_coding
Gm2611	processed_pseudogene
Mkln1os	lincRNA
Tmem252	protein_coding
Gm43756	TEC
Nt5c1b	protein_coding
Pgm5	protein_coding
9530086P17Rik	TEC
C230053D17Rik	TEC
Gm49310	TEC
Gm47092	TEC
Gm6498	transcribed_processed_pseudogene
Ctr9	protein_coding
Gm49307	TEC
Gm49579	antisense
Gm9613	processed_pseudogene
Filip1l	protein_coding
Cck	protein_coding
2300002M23Rik	protein_coding
Gm14532	lincRNA
Gm19466	lincRNA
Tpcn2	protein_coding
Irgc1	protein_coding
Zfp300	protein_coding
Actl7b	protein_coding
Ankrd34a	protein_coding
Gm44800	TEC
Gm44799	TEC
Actl7a	protein_coding
Fam155a	protein_coding
Gm36159	lincRNA
Hoxa9	protein_coding
6330549D23Rik	transcribed_processed_pseudogene
Fmc1	protein_coding
Gm49085	antisense
4930477O15Rik	TEC
Gm29482	lincRNA
Rrm2b	protein_coding
Gm47095	lincRNA
Lix1l	protein_coding
Adam1a	protein_coding
Gm38661	lincRNA
Gm3544	processed_pseudogene
Gm21009	processed_pseudogene
Gm29254	3prime_overlapping_ncRNA
2900027M19Rik	TEC
4921517D16Rik	antisense
Prune2	protein_coding
Lyzl4os	antisense
Pik3cg	protein_coding
Gtf2a1	protein_coding
Gm44542	TEC
Cmss1	protein_coding
4930435N07Rik	TEC
Gm44797	TEC
Gm44518	TEC
Gm44798	TEC
Gm29481	antisense
Gm44541	TEC
Gm29480	antisense
Gm44802	TEC
Gm14037	processed_pseudogene
Magi2	protein_coding
Gm44801	TEC
Gm44761	lincRNA
Gm14038	processed_pseudogene
Ankmy1	protein_coding
Gm10067	lincRNA
Gm47097	TEC
Lyzl4	protein_coding
Gm47915	lincRNA
Mucl3	protein_coding
Lipf	protein_coding
Btn1a1	protein_coding
Pigyl	protein_coding
Lsm5	protein_coding
Tnnt3	protein_coding
Mfsd11	protein_coding
Gm29195	processed_pseudogene
Vav2	protein_coding
Gm29196	unprocessed_pseudogene
Gm28435	unprocessed_pseudogene
Gm28436	unprocessed_pseudogene
Wdr11	protein_coding
Gm29197	unprocessed_pseudogene
Gm18433	unprocessed_pseudogene
Tdpoz6	protein_coding
Sfta2	protein_coding
Naa25	protein_coding
Lgals9	protein_coding
Akr1c6	protein_coding
Nog	protein_coding
Lamc2	protein_coding
Gm28941	sense_intronic
C430014B12Rik	processed_transcript
Hes1	protein_coding
Gm9573	protein_coding
Gm3362	processed_pseudogene
Gm12358	processed_pseudogene
Mff	protein_coding
Avl9	protein_coding
Gm37199	TEC
Gm37461	TEC
Gm37548	TEC
Krt25	protein_coding
Gm2018	lincRNA
Gm49792	processed_pseudogene
Gm10232	processed_pseudogene
Lig4	protein_coding
Gm43717	processed_pseudogene
Il23r	protein_coding
H1f11-ps	processed_pseudogene
Gm37843	TEC
Gm37209	TEC
Mxd1	protein_coding
Vipr1	protein_coding
Gm37529	sense_intronic
Gpc1	protein_coding
Gm38329	TEC
Gm18227	unprocessed_pseudogene
Gm38302	TEC
Gm18433	unprocessed_pseudogene
Gm38126	TEC
Rpl15-ps3	processed_pseudogene
Gpr52	protein_coding
Gm29230	lincRNA
Gm38086	unprocessed_pseudogene
Slc22a12	protein_coding
Gm37328	sense_intronic
Gm5852	unprocessed_pseudogene
Gm38246	lincRNA
Rabgap1l	protein_coding
H2-Eb2	protein_coding
Krt26	protein_coding
Gm45474	lincRNA
Dnajb12	protein_coding
Tmem86a	protein_coding
Metap2	protein_coding
Il4	protein_coding
Gm5780	processed_pseudogene
Gm47590	TEC
Gm47591	sense_intronic
Gm29198	lincRNA
Gm5773	protein_coding
Anks1b	protein_coding
Gm29193	lincRNA
Tnnc1	protein_coding
Gm28430	lincRNA
4930477N07Rik	lincRNA
Gm44336	processed_pseudogene
Gm18228	unprocessed_pseudogene
Gm21746	unprocessed_pseudogene
Zfp872	protein_coding
Gm13176	processed_pseudogene
Gm12169	protein_coding
Cav3	protein_coding
Gm28593	lincRNA
Gm44292	TEC
Noct	protein_coding
Gm48242	lincRNA
Sec22c	protein_coding
5430431A17Rik	lincRNA
Pon1	protein_coding
LOC102637012	unitary_pseudogene
Gm50151	TEC
Pabpc1	protein_coding
Nrxn2	protein_coding
1810064F22Rik	antisense
Oxtr	protein_coding
Ido1	protein_coding
Kif3a	protein_coding
Tdpoz4	protein_coding
Neurl1a	protein_coding
Gm29630	lincRNA
Gm34934	lincRNA
Gm15519	processed_pseudogene
Gm7241	processed_pseudogene
Gm47804	lincRNA
Gm38563	lincRNA
Tdpoz3	protein_coding
Gm5578	processed_pseudogene
4930451G09Rik	transcribed_unitary_pseudogene
Gm37430	unprocessed_pseudogene
Klhdc8a	protein_coding
Gm18552	processed_pseudogene
H2-Ea	polymorphic_pseudogene
Gm3332	processed_pseudogene
Gm6693	processed_pseudogene
Gm5294	protein_coding
Gm38357	TEC
Gm39094	lincRNA
Gm9113	unprocessed_pseudogene
Gm33248	sense_intronic
Gm9116	unprocessed_pseudogene
Gm49497	lincRNA
Gm37185	unprocessed_pseudogene
Ighv7-3	IG_V_gene
Gm9117	protein_coding
Tmed5	protein_coding
Gstt1	protein_coding
Gm48010	lincRNA
Gm38255	TEC
Cdh19	protein_coding
Gm20873	protein_coding
Gm28916	unprocessed_pseudogene
Btnl2	protein_coding
Gm28915	unprocessed_pseudogene
Gm28918	unprocessed_pseudogene
Efcab15	protein_coding
Gm12170	unprocessed_pseudogene
Gm50122	processed_pseudogene
Gm12171	lincRNA
Diaph1	protein_coding
Gm30873	antisense
Aamdc	protein_coding
Rpl9-ps2	processed_pseudogene
Jmjd6	protein_coding
Gm11802	antisense
Plod3	protein_coding
Tox	protein_coding
Gimap8	protein_coding
Tango6	protein_coding
Gm36944	TEC
Gm44778	lincRNA
Igkv2-137	IG_V_gene
AA645442	antisense
Tacstd2	protein_coding
Gm4265	lincRNA
Gm17333	lincRNA
Gm49589	processed_pseudogene
Gm10053	protein_coding
Gm29088	lincRNA
Gm42889	lincRNA
Gm19927	processed_pseudogene
Ss18l2	protein_coding
Tead3	protein_coding
Lipk	protein_coding
Gm31266	antisense
Zfp2	protein_coding
Hook2	protein_coding
Jade1	protein_coding
Retreg3	protein_coding
Gm37104	unprocessed_pseudogene
Gm50276	lincRNA
Gm44262	processed_pseudogene
Gm50277	lincRNA
BC053393	protein_coding
Gm8818	processed_pseudogene
AC132288.1	TEC
Lamc1	protein_coding
Gm36693	antisense
Gm50339	antisense
Srsf2	protein_coding
Spata32	protein_coding
Emc10	protein_coding
Rasa1	protein_coding
Gm19201	processed_pseudogene
Wasf3	protein_coding
Gm28917	unprocessed_pseudogene
Gm44250	TEC
Gm50280	processed_pseudogene
Col4a3	protein_coding
Gm28919	protein_coding
Adat2	protein_coding
Mettl23	protein_coding
Zfp651	protein_coding
Gm4735	processed_pseudogene
Gm21719	protein_coding
Stxbp6	protein_coding
Ighv15-1	IG_V_pseudogene
Gm28921	processed_pseudogene
Gm28920	unprocessed_pseudogene
Gm28444	lincRNA
Gm11804	processed_pseudogene
Ankrd13a	protein_coding
Gm28443	unprocessed_pseudogene
Znhit1	protein_coding
Ap2m1	protein_coding
Pex3	protein_coding
4930515G16Rik	processed_pseudogene
Igkv1-136	IG_V_pseudogene
Foxd4	protein_coding
Gm31300	processed_pseudogene
Gm48123	TEC
Ddit4	protein_coding
Gm48125	TEC
Cfap69	protein_coding
Fcrl1	protein_coding
Hoxa10	protein_coding
Nktr	protein_coding
Igkv1-135	IG_V_gene
Gm43247	processed_pseudogene
Crybb2	protein_coding
Map2k4	protein_coding
Depdc1b	protein_coding
Gm38009	TEC
Tdpoz5	protein_coding
Gm37807	unprocessed_pseudogene
Gm37481	unprocessed_pseudogene
Gm9121	unprocessed_pseudogene
Gm4757	processed_pseudogene
Gm48128	processed_pseudogene
Gm37082	TEC
Gm38346	TEC
Gm48130	processed_pseudogene
Rnf103	protein_coding
Zfp809	protein_coding
Prl8a8	protein_coding
Gm38292	TEC
Gm48131	TEC
Gm37474	TEC
Gm48132	processed_pseudogene
Fli1	protein_coding
Gm15902	sense_intronic
Gm15901	processed_pseudogene
Elovl2	protein_coding
Gm8173	processed_pseudogene
Pcsk4	protein_coding
Hoxa11os	processed_transcript
Gm37934	TEC
Gimap9	protein_coding
Gm48478	TEC
Gm9124	unprocessed_pseudogene
Dsel	protein_coding
Gcnt1	protein_coding
Nmur2	protein_coding
Hoxa11	protein_coding
Gm9132	processed_pseudogene
Gm37659	processed_pseudogene
Wdr53	protein_coding
Gm12239	antisense
U2af1l4	protein_coding
Gm44194	TEC
Zfp354b	protein_coding
Idh3b	protein_coding
Mon2	protein_coding
Smim38	protein_coding
Chmp3	protein_coding
Rfk	protein_coding
Gm27201	antisense
1700019P21Rik	lincRNA
Gm7558	processed_pseudogene
Gm3933	processed_pseudogene
Snrnp27	protein_coding
Gm37045	TEC
Cbwd1	protein_coding
Abhd16a	protein_coding
Gm13032	processed_transcript
Padi1	protein_coding
Gm47917	antisense
Gm16998	bidirectional_promoter_lncRNA
Cyp4f13	protein_coding
Ccnh	protein_coding
Man1a	protein_coding
Gm48508	lincRNA
Gm5675	processed_pseudogene
Dppa1	protein_coding
Ppifos	antisense
Cdh9	protein_coding
Ppif	protein_coding
Olfr718-ps1	protein_coding
C6	protein_coding
Gm18428	processed_pseudogene
Gm37873	TEC
6720464F23Rik	TEC
Gm37212	TEC
9430087J23Rik	TEC
1700040L08Rik	antisense
Gm37215	TEC
Gm36975	antisense
Cops7a	protein_coding
Zdhhc21	protein_coding
Lgals3bp	protein_coding
Agrn	protein_coding
Gm19090	processed_pseudogene
Gm40778	TEC
Gm48655	TEC
Gm17900	processed_pseudogene
Ralgapa1	protein_coding
1700025F24Rik	lincRNA
Gm49127	antisense
Vmn1r-ps64	unprocessed_pseudogene
Vmn1r80	protein_coding
F2	protein_coding
Aacs	protein_coding
Gm13266	processed_transcript
Gm48269	processed_pseudogene
Gm48270	processed_pseudogene
Gm48271	TEC
Gm48273	TEC
Gm46223	processed_pseudogene
Gm48274	TEC
Dhcr24	protein_coding
Gm48275	lincRNA
Gm45364	processed_pseudogene
Vmn1r-ps65	unprocessed_pseudogene
4933414I15Rik	protein_coding
Hey2	protein_coding
Gm45367	processed_pseudogene
Gm4224	lincRNA
Gm28819	transcribed_unprocessed_pseudogene
Rpusd4	protein_coding
Ssxa1	protein_coding
Pagr1b	protein_coding
9330104G04Rik	lincRNA
Brd3os	protein_coding
Gm43680	processed_pseudogene
Gm47391	lincRNA
Mvp	protein_coding
Gm10825	lincRNA
Gm1848	processed_pseudogene
Gm6991	processed_pseudogene
Vmn1r66	protein_coding
Dact3	protein_coding
Gm46199	processed_pseudogene
Gm9921	lincRNA
4930453H23Rik	lincRNA
Prop1	protein_coding
Gm15697	unprocessed_pseudogene
Gm6938	lincRNA
Gm48862	processed_pseudogene
Aicda	protein_coding
Gm28252	lincRNA
Gm30676	lincRNA
Csnk1g3	protein_coding
Nle1	protein_coding
Gm7333	processed_pseudogene
Gm47928	processed_pseudogene
Gm5124	transcribed_processed_pseudogene
Vmn1r81	protein_coding
Plaur	protein_coding
D330050I16Rik	antisense
Sart1	protein_coding
1700128I11Rik	lincRNA
Olfr1379-ps1	unprocessed_pseudogene
Gm18962	processed_pseudogene
Adamtsl4	protein_coding
Gm3534	processed_pseudogene
Fam185a	protein_coding
Gm13700	processed_pseudogene
Yme1l1	protein_coding
Gm16557	processed_pseudogene
Nop56	protein_coding
Gm16556	processed_transcript
Ighv14-4	IG_V_gene
Gm8459	processed_pseudogene
E530011L22Rik	antisense
Dtnbp1	protein_coding
Irs3	protein_coding
Dtwd1	protein_coding
BB123696	lincRNA
Has3	protein_coding
Gm47108	TEC
Tead4	protein_coding
Csf1r	protein_coding
Gm20483	antisense
Klhl40	protein_coding
AY512931	lincRNA
Smco1	protein_coding
Vars2	protein_coding
Gm50175	processed_pseudogene
Mettl26	protein_coding
Gm50174	processed_pseudogene
Mtnr1a	protein_coding
Hal	protein_coding
Gm28462	lincRNA
Gm16754	antisense
Vmn1r82	protein_coding
Gm12744	antisense
Keap1	protein_coding
Gm20818	unprocessed_pseudogene
Gm30094	antisense
Zdhhc16	protein_coding
Wdr93	protein_coding
Gm21151	unprocessed_pseudogene
Prrt2	protein_coding
Gm50241	protein_coding
Adam18	protein_coding
Vmn1r83	protein_coding
Grp	protein_coding
Chtf8	protein_coding
Gm29409	lincRNA
St6galnac6	protein_coding
Hhatl	protein_coding
Vmn1r84	protein_coding
Gm5422	transcribed_processed_pseudogene
Gm33308	lincRNA
Gm28632	lincRNA
Prl8a9	protein_coding
Gm12240	processed_pseudogene
Gm12241	processed_pseudogene
Rdh14	protein_coding
Gm30504	lincRNA
Prdx6-ps2	processed_pseudogene
Gm6329	lincRNA
Gm14964	antisense
Ly6g5c	protein_coding
Gm48773	lincRNA
Gm28859	unprocessed_pseudogene
Gm28101	unprocessed_pseudogene
Gm20921	unprocessed_pseudogene
Vmn1r-ps66	unprocessed_pseudogene
Pagr1a	protein_coding
Vmn1r-ps67	unprocessed_pseudogene
Vmn1r-ps47	transcribed_unprocessed_pseudogene
Vmn1r-ps68	unprocessed_pseudogene
Abhd13	protein_coding
Gm11897	processed_pseudogene
Gm48886	processed_pseudogene
Gm38407	lincRNA
Cer1	protein_coding
Gm28253	transcribed_unprocessed_pseudogene
Fndc8	protein_coding
Gm11894	processed_pseudogene
Gm44705	processed_pseudogene
Zkscan3	protein_coding
Vmn1r-ps48	unprocessed_pseudogene
Ccdc71l	protein_coding
Ccdc166	protein_coding
Gm11896	processed_pseudogene
Mesp1	protein_coding
Gm21826	unprocessed_pseudogene
Gm42966	TEC
Gm45402	processed_pseudogene
Gm42429	TEC
Gm42742	protein_coding
Gm11893	processed_pseudogene
Gm33815	protein_coding
Gm28254	lincRNA
Gm40375	lincRNA
Abcc2	protein_coding
Laptm4a	protein_coding
Actr2	protein_coding
T	protein_coding
Sgpl1	protein_coding
Mesp2	protein_coding
1700054O19Rik	TEC
Agtr2	protein_coding
Gm36640	antisense
Krt27	protein_coding
Gm12714	lincRNA
Gm44275	lincRNA
1810063I02Rik	lincRNA
Gm4928	processed_pseudogene
Dnajc5g	protein_coding
Gm44274	TEC
Pbp2	protein_coding
Ykt6	protein_coding
Gm37876	antisense
Lrba	protein_coding
Cyp4f41-ps	transcribed_unprocessed_pseudogene
BC025920	protein_coding
Gm12963	antisense
Hmgxb3	protein_coding
Usp20	protein_coding
Ly6g5b	protein_coding
Gm45731	TEC
Gm6912	processed_pseudogene
Gm18169	processed_pseudogene
Dync1li2	protein_coding
Foxd1	protein_coding
Gm6914	processed_pseudogene
Mrgprf	protein_coding
Rnf168	protein_coding
Gm7275	processed_pseudogene
Gm45400	unprocessed_pseudogene
Slc12a6	protein_coding
Gm9439	processed_pseudogene
Gm28861	processed_pseudogene
Ddx19b	protein_coding
Gm45401	processed_pseudogene
Gm9924	TEC
Gm28255	unprocessed_pseudogene
Slc30a3	protein_coding
Mrgprd	protein_coding
Tsga10ip	protein_coding
Rassf2	protein_coding
Gm37061	TEC
Zfp551	protein_coding
Gm37735	TEC
Erbb4	protein_coding
Zfp472	protein_coding
Gm8969	processed_pseudogene
Tcp10a	protein_coding
Gm10240	processed_pseudogene
Gm33680	lincRNA
Gm21893	processed_pseudogene
Tnfrsf1b	protein_coding
Gm17063	unprocessed_pseudogene
Gm37838	processed_pseudogene
Gm37320	TEC
Gm2930	unprocessed_pseudogene
Ighv3-3	IG_V_gene
Gm7991	unprocessed_pseudogene
Fut9	protein_coding
Gm13755	processed_pseudogene
Crocc	protein_coding
Gm13756	processed_pseudogene
She	protein_coding
Pgk1-rs7	processed_pseudogene
Ighv7-4	IG_V_gene
Gm48082	processed_pseudogene
Ighv3-4	IG_V_gene
Ighv3-5	IG_V_gene
Gm16531	unprocessed_pseudogene
Dnajb5	protein_coding
2700080J24Rik	TEC
Gm26585	processed_pseudogene
Gm50481	unitary_pseudogene
Map3k7	protein_coding
Gm13423	processed_pseudogene
Gm43544	TEC
4930596I21Rik	sense_intronic
Tmem201	protein_coding
Gimap6	protein_coding
Gm21171	unprocessed_pseudogene
Gm26621	processed_transcript
Gm18553	processed_pseudogene
Gm16304	processed_pseudogene
Gm20924	protein_coding
Prkab1	protein_coding
Gm37470	TEC
1700091H14Rik	transcribed_processed_pseudogene
Gng8	protein_coding
Gm16305	processed_pseudogene
Gm17163	antisense
Gm2445	processed_pseudogene
Gm11898	processed_pseudogene
Dennd1b	protein_coding
Ccdc13	protein_coding
Gm11895	processed_pseudogene
2310005E17Rik	lincRNA
Catsperg1	protein_coding
Gm49753	lincRNA
Gm29501	lincRNA
Vmn2r-ps120	unprocessed_pseudogene
Gm37296	TEC
Gm20732	lincRNA
Gm49752	unprocessed_pseudogene
Gm10320	protein_coding
Gm7951	protein_coding
Gm48184	processed_pseudogene
Gm37425	TEC
Gm36997	TEC
Gm44214	lincRNA
Gimap4	protein_coding
Gm42809	antisense
Slc49a4	protein_coding
Drap1	protein_coding
Il6ra	protein_coding
8430436N08Rik	lincRNA
Gm20830	protein_coding
Gm11794	processed_pseudogene
Gm11795	lincRNA
Gm28442	lincRNA
Sh3pxd2a	protein_coding
Olfr1378	protein_coding
Gm11800	processed_pseudogene
Gm28445	lincRNA
9530018H14Rik	TEC
Gm20788	unprocessed_pseudogene
Gm12661	processed_pseudogene
Gm28999	lincRNA
Potegl	protein_coding
Gm45222	TEC
Gm17064	unprocessed_pseudogene
Gm49414	processed_pseudogene
Hoxa13	protein_coding
Gm7859	processed_pseudogene
Pon3	protein_coding
Gm17027	protein_coding
Picalm	protein_coding
Gm49415	lincRNA
Myoz1	protein_coding
Gm17166	unprocessed_pseudogene
Gm16178	antisense
Gm18930	processed_pseudogene
Gm45483	TEC
Gm16179	processed_pseudogene
Angptl4	protein_coding
Gm45809	TEC
Gm45484	TEC
Gm17820	processed_pseudogene
Gm47937	processed_pseudogene
Gm18726	processed_pseudogene
Nek1	protein_coding
Gfra3	protein_coding
Cadm4	protein_coding
Gm13422	processed_pseudogene
Vmn2r99	protein_coding
Gm37085	unprocessed_pseudogene
Ptgir	protein_coding
Gm19335	TEC
Gm47111	TEC
Gm37100	TEC
Gm15670	processed_pseudogene
Btnl1	protein_coding
Gm16076	sense_intronic
Gm37769	TEC
Dock8	protein_coding
Gm49073	processed_pseudogene
Gm49074	processed_pseudogene
Gm16374	processed_pseudogene
